360.161	23.5
360.333	23.4
360.504	23.3
360.676	23.3
360.847	23.2
361.019	23.2
361.19	23.2
361.361	23.2
361.533	23.2
361.704	23.2
361.876	23.3
362.047	23.3
362.219	23.3
362.391	23.3
362.562	23.2
362.734	23.2
362.905	23.2
363.077	23.1
363.248	23
363.42	23
363.592	23
363.763	23
363.935	22.9
364.106	22.9
364.278	23
364.45	22.9
364.621	22.9
364.793	22.9
364.965	22.9
365.137	22.8
365.308	22.8
365.48	22.8
365.652	22.7
365.824	22.7
365.995	22.6
366.167	22.6
366.339	22.5
366.511	22.5
366.683	22.5
366.854	22.5
367.026	22.5
367.198	22.4
367.37	22.4
367.542	22.4
367.714	22.4
367.886	22.4
368.058	22.4
368.23	22.4
368.402	22.4
368.574	22.4
368.746	22.3
368.918	22.3
369.09	22.2
369.262	22.1
369.434	22.1
369.606	22.1
369.778	22.1
369.95	22
370.122	22
370.294	22
370.467	22
370.639	22
370.811	22
370.983	22
371.155	21.9
371.328	21.8
371.5	21.8
371.672	21.8
371.844	21.8
372.017	21.8
372.189	21.8
372.361	21.8
372.534	21.8
372.706	21.8
372.878	21.8
373.051	21.8
373.223	21.7
373.396	21.7
373.568	21.7
373.741	21.7
373.913	21.6
374.086	21.6
374.258	21.6
374.431	21.7
374.603	21.7
374.776	21.7
374.949	21.6
375.121	21.6
375.294	21.6
375.467	21.6
375.639	21.6
375.812	21.6
375.985	21.6
376.157	21.6
376.33	21.7
376.503	21.6
376.676	21.6
376.849	21.6
377.021	21.6
377.194	21.6
377.367	21.6
377.54	21.6
377.713	21.6
377.886	21.6
378.059	21.5
378.232	21.6
378.405	21.6
378.578	21.6
378.751	21.7
378.924	21.7
379.097	21.7
379.27	21.7
379.444	21.7
379.617	21.6
379.79	21.6
379.963	21.6
380.136	21.6
380.31	21.6
380.483	21.6
380.656	21.6
380.829	21.6
381.003	21.6
381.176	21.6
381.35	21.6
381.523	21.6
381.696	21.6
381.87	21.6
382.043	21.6
382.217	21.6
382.39	21.6
382.564	21.6
382.738	21.6
382.911	21.6
383.085	21.6
383.258	21.6
383.432	21.6
383.606	21.6
383.779	21.6
383.953	21.6
384.127	21.7
384.301	21.6
384.475	21.6
384.648	21.7
384.822	21.7
384.996	21.6
385.17	21.7
385.344	21.7
385.518	21.7
385.692	21.7
385.866	21.7
386.04	21.7
386.214	21.6
386.388	21.6
386.562	21.6
386.737	21.7
386.911	21.7
387.085	21.7
387.259	21.7
387.434	21.7
387.608	21.7
387.782	21.7
387.956	21.7
388.131	21.8
388.305	21.8
388.48	21.8
388.654	21.8
388.829	21.8
389.003	21.8
389.178	21.8
389.352	21.9
389.527	21.9
389.701	21.9
389.876	22
390.051	22
390.226	21.9
390.4	22
390.575	22
390.75	22
390.925	22
391.099	22.1
391.274	22.1
391.449	22.1
391.624	22.1
391.799	22.1
391.974	22.1
392.149	22.1
392.324	22.1
392.499	22.1
392.675	22.2
392.85	22.2
393.025	22.2
393.2	22.2
393.375	22.2
393.551	22.2
393.726	22.2
393.901	22.2
394.077	22.2
394.252	22.3
394.427	22.3
394.603	22.3
394.778	22.4
394.954	22.4
395.129	22.4
395.305	22.4
395.481	22.4
395.656	22.4
395.832	22.5
396.008	22.5
396.184	22.5
396.359	22.5
396.535	22.5
396.711	22.5
