360.161	13.5
360.333	13.4
360.504	13.4
360.676	13.3
360.847	13.3
361.019	13.4
361.19	13.3
361.361	13.3
361.533	13.3
361.704	13.2
361.876	13.1
362.047	13.1
362.219	13
362.391	13
362.562	13
362.734	13
362.905	12.9
363.077	12.9
363.248	12.8
363.42	12.7
363.592	12.7
363.763	12.7
363.935	12.7
364.106	12.7
364.278	12.7
364.45	12.6
364.621	12.5
364.793	12.5
364.965	12.5
365.137	12.5
365.308	12.5
365.48	12.4
365.652	12.4
365.824	12.4
365.995	12.3
366.167	12.2
366.339	12.2
366.511	12.2
366.683	12.2
366.854	12.2
367.026	12.1
367.198	12
367.37	12
367.542	12
367.714	12
367.886	11.9
368.058	11.8
368.23	11.8
368.402	11.7
368.574	11.7
368.746	11.7
368.918	11.7
369.09	11.6
369.262	11.6
369.434	11.5
369.606	11.5
369.778	11.4
369.95	11.4
370.122	11.4
370.294	11.4
370.467	11.4
370.639	11.4
370.811	11.4
370.983	11.4
371.155	11.3
371.328	11.3
371.5	11.3
371.672	11.3
371.844	11.3
372.017	11.3
372.189	11.2
372.361	11.2
372.534	11.1
372.706	11.1
372.878	11.1
373.051	11.1
373.223	11
373.396	10.9
373.568	10.8
373.741	10.8
373.913	10.8
374.086	10.8
374.258	10.8
374.431	10.8
374.603	10.8
374.776	10.7
374.949	10.7
375.121	10.7
375.294	10.7
375.467	10.7
375.639	10.7
375.812	10.6
375.985	10.6
376.157	10.6
376.33	10.6
376.503	10.5
376.676	10.5
376.849	10.5
377.021	10.5
377.194	10.4
377.367	10.4
377.54	10.4
377.713	10.3
377.886	10.3
378.059	10.3
378.232	10.3
378.405	10.3
378.578	10.2
378.751	10.2
378.924	10.2
379.097	10.1
379.27	10.1
379.444	10.1
379.617	10
379.79	10
379.963	9.9
380.136	9.9
380.31	9.9
380.483	9.9
380.656	9.9
380.829	9.9
381.003	9.9
381.176	9.8
381.35	9.8
381.523	9.8
381.696	9.8
381.87	9.8
382.043	9.8
382.217	9.7
382.39	9.6
382.564	9.6
382.738	9.6
382.911	9.6
383.085	9.5
383.258	9.5
383.432	9.5
383.606	9.5
383.779	9.5
383.953	9.5
384.127	9.4
384.301	9.4
384.475	9.4
384.648	9.4
384.822	9.4
384.996	9.3
385.17	9.3
385.344	9.3
385.518	9.3
385.692	9.3
385.866	9.3
386.04	9.2
386.214	9.2
386.388	9.2
386.562	9.2
386.737	9.2
386.911	9.2
387.085	9.2
387.259	9.2
387.434	9.2
387.608	9.2
387.782	9.2
387.956	9.2
388.131	9.2
388.305	9.2
388.48	9.2
388.654	9.2
388.829	9.2
389.003	9.1
389.178	9.1
389.352	9.2
389.527	9.2
389.701	9.2
389.876	9.2
390.051	9.2
390.226	9.2
390.4	9.2
390.575	9.2
390.75	9.2
390.925	9.2
391.099	9.2
391.274	9.2
391.449	9.2
391.624	9.2
391.799	9.1
391.974	9.1
392.149	9.1
392.324	9.2
392.499	9.2
392.675	9.1
392.85	9.1
393.025	9.1
393.2	9.1
393.375	9.1
393.551	9.1
393.726	9.1
393.901	9.1
394.077	9.2
394.252	9.1
394.427	9.1
394.603	9.1
394.778	9.1
394.954	9.1
395.129	9.1
395.305	9.1
395.481	9.1
395.656	9.1
395.832	9.1
396.008	9.1
396.184	9.1
396.359	9.1
396.535	9
396.711	9
396.887	9
397.063	9
397.239	9
397.415	9
397.591	9
397.767	9
397.943	8.9
398.119	8.9
398.295	8.9
398.471	8.9
398.648	8.9
398.824	8.9
399	8.9
399.176	8.9
399.353	8.9
399.529	8.9
399.706	8.9
399.882	8.9
400.058	8.9
400.235	9
400.412	9
400.588	9
400.765	9
400.942	9
401.118	9
401.295	9
401.472	9
401.649	9
401.825	9
402.002	9
402.179	9
402.356	9
402.533	9
402.71	9
402.887	9
403.064	9
403.242	9
403.419	9
403.596	9
403.773	9
403.95	9
404.128	9
404.305	9
404.483	9
404.66	9
404.837	9
405.015	9.1
405.193	9.1
405.37	9.1
405.548	9.1
405.725	9.1
405.903	9.1
406.081	9.1
406.259	9.1
406.437	9.1
406.614	9.1
406.792	9.1
406.97	9.1
407.148	9.1
407.326	9.1
407.504	9.1
407.682	9.1
407.86	9.1
408.039	9.1
408.217	9.1
